-0.094,-0.687,0
-0.321,-0.450,0
-0.051,-0.235,0
-0.525,-0.788,0
-0.638,-0.294,0
-1.004,-0.624,0
-0.124,0.494,0
0.455,0.177,0
-0.611,0.676,0
-0.012,1.685,0
-0.153,-1.108,0
-2.477,0.016,0
-0.151,1.901,0
0.132,0.316,0
-1.173,-1.457,0
-1.740,-0.794,0
-0.726,0.889,0
0.225,0.104,0
-0.436,0.437,0
0.319,-0.056,0
0.653,0.499,0
-1.797,-1.057,0
-0.711,1.303,0
1.445,-0.489,0
0.393,-1.625,0
-1.526,-1.200,0
1.001,-0.674,0
0.053,0.258,0
0.984,1.557,0
-2.773,0.093,0
0.626,-0.723,0
-0.364,0.535,0
-2.536,-0.089,0
-0.412,0.513,0
-0.650,-0.617,0
0.390,-1.026,0
-0.172,-0.603,0
1.462,-0.760,0
-1.538,0.141,0
0.013,-1.177,0
0.209,-0.015,0
0.518,0.316,0
0.112,0.376,0
1.896,0.904,0
-0.073,1.199,0
-1.118,0.171,0
0.871,-0.448,0
0.672,-0.807,0
-0.921,-0.361,0
-0.340,-0.317,0
-0.844,0.631,0
0.898,0.589,0
1.420,0.526,0
0.921,0.021,0
0.750,-1.374,0
-0.132,-1.612,0
-0.482,1.241,0
-0.303,0.727,0
1.585,0.641,0
0.066,-0.673,0
-0.550,0.306,0
0.523,0.640,0
0.346,0.315,0
-0.248,-0.130,0
0.829,0.004,0
-1.328,0.117,0
2.170,-0.882,0
-0.382,-1.073,0
-0.518,0.446,0
-0.757,-0.559,0
0.008,-0.287,0
-0.081,1.152,0
-1.159,0.286,0
-0.361,0.094,0
0.186,-0.335,0
-0.988,1.890,0
-1.303,-0.929,0
-0.924,-2.224,0
0.198,-0.110,0
1.066,1.063,0
-0.991,0.056,0
0.162,-0.142,0
-1.244,3.219,0
0.744,-1.383,0
0.641,1.514,0
-0.183,-0.987,0
0.923,0.343,0
0.619,-0.388,0
0.758,-0.498,0
1.335,0.540,0
1.735,0.528,0
-0.890,-0.665,0
-0.292,-0.208,0
1.529,0.143,0
-1.583,1.256,0
1.520,1.001,0
-0.903,0.241,0
-0.028,-0.842,0
0.225,1.733,0
-0.421,0.402,0
4.768,-1.790,1
4.237,-0.485,1
4.732,0.371,1
3.536,-0.728,1
4.642,-0.274,1
3.585,0.488,1
3.434,-0.221,1
3.364,-0.542,1
4.695,1.074,1
3.043,-0.359,1
4.726,-0.268,1
5.505,0.345,1
2.185,0.271,1
5.943,-0.528,1
4.635,-0.376,1
4.363,0.595,1
4.604,0.391,1
2.401,-0.044,1
3.309,0.514,1
5.013,-0.237,1
4.810,1.115,1
3.071,0.802,1
4.575,-0.718,1
3.276,-2.531,1
4.668,-0.194,1
4.294,0.652,1
5.647,0.246,1
3.454,0.330,1
3.874,0.375,1
2.676,0.290,1
4.522,-1.063,1
3.547,-0.396,1
5.852,-0.627,1
5.550,0.891,1
3.434,-0.183,1
5.054,0.166,1
2.679,-1.391,1
4.043,0.867,1
3.853,-0.308,1
4.260,-1.299,1
5.984,-1.794,1
4.846,-1.678,1
4.911,0.404,1
3.774,-0.705,1
3.122,-0.197,1
4.071,1.037,1
3.926,0.645,1
3.967,0.085,1
3.463,0.436,1
5.084,0.472,1
3.294,0.401,1
4.901,1.422,1
4.284,1.025,1
4.818,-1.399,1
4.074,-0.868,1
4.960,0.093,1
5.130,-1.200,1
4.426,-0.619,1
3.662,0.149,1
3.875,-0.975,1
3.851,-1.576,1
4.382,-0.084,1
3.972,0.357,1
4.802,1.111,1
5.742,-0.548,1
4.083,0.825,1
5.511,0.494,1
3.430,-0.528,1
2.540,-0.946,1
2.811,-0.113,1
2.513,0.698,1
3.785,-0.210,1
5.307,1.195,1
3.826,0.361,1
2.650,1.645,1
3.776,0.023,1
4.601,-0.307,1
4.715,1.093,1
2.070,-1.315,1
3.934,-0.198,1
4.696,-0.941,1
2.386,-1.119,1
5.200,-0.913,1
3.580,-0.370,1
5.537,0.928,1
4.462,0.960,1
2.992,0.159,1
4.946,0.918,1
1.992,0.721,1
4.754,-0.327,1
4.197,-0.675,1
1.932,1.336,1
3.630,-0.987,1
2.890,-0.412,1
4.582,-0.766,1
3.059,-0.361,1
3.792,-0.102,1
4.554,-0.203,1
3.812,-0.326,1
2.970,-0.097,1
7.455,-0.830,2
7.447,-0.118,2
7.143,-0.037,2
