-0.732,-0.646,0
0.342,0.467,0
-0.025,0.863,0
0.640,-0.108,0
-0.498,-0.632,0
0.846,-2.292,0
-0.392,-2.631,0
-1.218,0.491,0
-0.476,-1.071,0
-1.691,0.383,0
-0.256,0.126,0
-0.721,1.914,0
0.794,1.059,0
-0.374,0.367,0
-0.231,-0.233,0
0.247,-1.790,0
-0.213,-1.925,0
-0.759,-1.808,0
0.618,2.051,0
0.013,-1.295,0
-0.318,-0.410,0
0.750,-0.821,0
0.643,-0.071,0
0.077,0.042,0
-0.137,-1.512,0
-1.149,-1.339,0
-0.480,0.349,0
-0.877,-2.223,0
1.523,-1.798,0
0.342,-0.328,0
0.274,0.766,0
0.421,-0.233,0
-0.057,0.377,0
-1.220,-1.335,0
-1.699,-0.011,0
0.398,0.354,0
-0.824,0.002,0
1.605,-0.646,0
-1.822,-1.018,0
1.121,-0.734,0
-0.532,-0.086,0
-0.484,0.947,0
1.393,-0.443,0
-0.338,-1.267,0
0.651,1.606,0
-0.546,-0.090,0
-0.688,0.264,0
0.246,-1.505,0
0.675,1.208,0
-0.124,-0.595,0
0.410,-2.185,0
-0.344,1.291,0
-0.304,1.418,0
-1.990,0.423,0
0.284,1.507,0
-0.723,0.533,0
0.288,0.161,0
-1.133,0.693,0
0.902,1.350,0
-1.640,1.027,0
1.141,1.071,0
2.021,0.612,0
-1.032,-0.351,0
-0.826,-0.084,0
-0.651,0.331,0
-0.629,1.005,0
0.929,-0.419,0
-0.563,-0.704,0
0.205,-0.939,0
0.598,-0.780,0
0.453,-0.879,0
-0.398,0.188,0
-0.300,-0.514,0
-0.308,2.043,0
-0.056,-0.657,0
-1.509,1.250,0
1.165,0.256,0
0.310,0.660,0
1.145,0.893,0
0.743,0.574,0
0.177,-1.724,0
0.457,-2.138,0
-0.299,-0.282,0
-0.820,1.419,0
-0.823,0.713,0
1.247,-0.652,0
0.290,0.942,0
-1.613,-0.616,0
1.473,-1.665,0
-0.604,-0.572,0
0.831,0.430,0
1.058,-0.764,0
0.267,1.378,0
1.133,-0.377,0
0.192,-0.285,0
0.346,0.053,0
-0.917,-0.738,0
-0.284,-0.356,0
-1.775,0.177,0
1.526,-1.587,0
5.341,-0.807,1
4.156,0.524,1
6.406,0.421,1
6.241,-0.955,1
3.850,-0.077,1
8.046,-2.468,1
7.414,2.789,1
6.276,0.102,1
6.526,-0.614,1
8.134,1.522,1
6.094,-1.301,1
5.480,1.126,1
5.021,-1.768,1
7.165,-0.565,1
6.887,0.712,1
5.334,-1.231,1
7.200,0.598,1
5.502,2.526,1
6.113,-1.215,1
8.911,0.438,1
5.843,0.165,1
7.768,-1.480,1
8.202,1.405,1
5.638,-1.277,1
5.109,-0.385,1
5.564,0.987,1
6.402,0.445,1
2.761,-2.488,1
5.061,-0.513,1
5.900,0.702,1
5.610,2.338,1
3.864,-1.622,1
5.724,-3.493,1
7.174,2.220,1
4.453,-1.970,1
4.977,-0.648,1
3.702,-3.729,1
5.843,0.609,1
3.218,0.875,1
5.147,-2.094,1
7.122,1.023,1
6.343,0.610,1
7.181,-0.373,1
3.156,-2.425,1
6.953,0.514,1
5.052,-2.577,1
3.773,-2.084,1
7.065,2.272,1
3.638,-0.446,1
5.596,-0.231,1
5.596,-2.887,1
4.977,-0.713,1
3.229,0.519,1
6.130,2.191,1
6.951,2.988,1
6.653,0.965,1
5.276,-1.727,1
8.027,1.850,1
6.800,0.679,1
6.444,-1.009,1
5.522,-1.157,1
4.069,-0.041,1
7.807,1.902,1
4.589,-1.913,1
6.080,0.812,1
8.552,2.696,1
5.731,0.329,1
5.407,1.106,1
4.577,0.223,1
6.494,-1.261,1
8.037,0.978,1
5.628,0.044,1
3.799,-2.492,1
8.068,0.961,1
7.363,0.125,1
4.351,-2.457,1
8.688,2.528,1
7.190,-0.523,1
7.254,1.538,1
6.317,1.007,1
5.257,-1.278,1
5.525,0.809,1
8.369,1.027,1
7.543,0.701,1
6.876,0.742,1
6.978,-0.140,1
6.287,-0.126,1
7.948,0.708,1
6.003,-1.429,1
7.299,-0.305,1
5.187,-3.028,1
5.361,0.113,1
4.138,-0.331,1
6.511,-1.313,1
3.938,1.510,1
3.895,-1.459,1
6.461,3.161,1
6.069,1.052,1
6.564,0.943,1
6.234,0.093,1
1.829,4.280,2
5.465,4.225,2
3.426,1.358,2
1.782,3.496,2
2.042,3.861,2
2.808,3.619,2
5.249,4.591,2
2.600,4.370,2
3.180,3.312,2
2.577,3.891,2
2.896,4.086,2
2.568,4.204,2
4.562,3.733,2
2.168,4.144,2
3.397,3.035,2
6.142,3.108,2
3.007,4.423,2
5.755,4.929,2
2.697,4.515,2
1.085,3.683,2
4.972,4.156,2
5.988,4.531,2
3.984,1.639,2
3.899,1.541,2
2.799,1.851,2
2.461,5.595,2
4.751,4.608,2
2.671,5.124,2
5.399,2.262,2
1.404,2.611,2
0.471,3.280,2
-0.248,4.748,2
-0.265,2.908,2
5.698,3.388,2
5.999,3.156,2
6.185,4.804,2
2.533,3.905,2
1.541,2.879,2
3.276,4.561,2
1.209,4.810,2
1.695,3.097,2
2.346,5.584,2
3.130,1.370,2
4.762,3.058,2
4.919,4.254,2
2.179,4.173,2
4.628,4.508,2
4.042,3.397,2
2.017,4.022,2
0.589,3.113,2
4.036,2.889,2
3.946,4.927,2
2.424,3.200,2
3.176,5.956,2
3.656,4.231,2
1.969,3.443,2
4.188,2.325,2
5.773,3.929,2
2.174,2.106,2
2.204,3.592,2
-0.216,4.038,2
1.357,2.914,2
2.900,5.011,2
-0.545,2.907,2
2.639,3.058,2
4.528,3.912,2
2.515,4.784,2
3.903,4.561,2
0.966,4.384,2
3.703,4.536,2
2.624,3.772,2
3.519,2.412,2
1.976,4.937,2
-0.447,3.969,2
3.213,3.113,2
2.418,3.291,2
0.621,4.511,2
5.589,5.376,2
1.743,2.969,2
3.886,3.958,2
3.985,5.316,2
1.328,4.597,2
3.029,5.405,2
4.045,4.359,2
2.165,4.165,2
3.771,4.890,2
3.723,2.806,2
2.730,2.585,2
3.438,5.861,2
3.258,5.020,2
3.359,3.179,2
3.257,2.411,2
1.429,5.266,2
2.115,5.087,2
0.995,3.671,2
0.356,2.168,2
2.563,2.942,2
3.580,5.805,2
0.901,2.156,2
4.366,6.454,2
